ITEM,Departamento,Municipio,Año,Mes,Contrato,Campo,Tipo Prod,Tipo Hidrocarburo,Precio Hidrocarburo USD,Porc Regalia,Prod. Gravable Bls/Kpc,Volumen Regalia Bls/Kpc,Regalias COP,Trm Promedio,Regimen Reg
9273,DEPARTAMENTO NN,MUNICIPIO NN,2017,1,CONVENIO DE EXPLORACION Y EXPLOTACION DE HIDROCARBUROS AREA SIRIRI,GIBRALTAR,QB,G,1.98,0.07,325,21.43,124526.89,2941.4,Ley 756 8% variable
9274,DEPARTAMENTO NN,MUNICIPIO NN,2017,1,OMBU,CAPELLA,B,G,,0.06,0,0,0,2941.4,Ley 756 8% variable
9275,DEPARTAMENTO NN,MUNICIPIO NN,2017,1,OMBU,CAPELLA,B,O,38.89,0.08,0,0,0,2941.4,Ley 756 8% variable
9276,DEPARTAMENTO NN,MUNICIPIO NN,2017,1,OMBU,CHIPO,B,O,38.89,0.08,0,0,0,2941.4,Ley 756 8% variable
9277,DEPARTAMENTO NN,MUNICIPIO NN,2017,1,OMBU,CHIPO,B,G,,0.06,0,0,0,2941.4,Ley 756 8% variable
9278,DEPARTAMENTO NN,MUNICIPIO NN,2017,2,CONVENIO DE EXPLORACION Y EXPLOTACION DE HIDROCARBUROS AREA SIRIRI,GIBRALTAR,B,G,2.43,0.07,1125908,73919.78,517179080.91,2879.57,Ley 756 8% variable
9279,DEPARTAMENTO NN,MUNICIPIO NN,2017,2,CONVENIO DE EXPLORACION Y EXPLOTACION DE HIDROCARBUROS AREA SIRIRI,GIBRALTAR,QB,G,2.43,0.07,1961,128.75,900773.55,2879.57,Ley 756 8% variable
9280,DEPARTAMENTO NN,MUNICIPIO NN,2017,2,OMBU,CAPELLA,B,O,36.96,0.08,0,0,0,2879.57,Ley 756 8% variable
9281,DEPARTAMENTO NN,MUNICIPIO NN,2017,2,OMBU,CAPELLA,B,G,,0.06,0,0,0,2879.57,Ley 756 8% variable
9282,DEPARTAMENTO NN,MUNICIPIO NN,2017,2,OMBU,CHIPO,B,O,36.96,0.08,0,0,0,2879.57,Ley 756 8% variable
9283,DEPARTAMENTO NN,MUNICIPIO NN,2017,2,OMBU,CHIPO,B,G,,0.06,0,0,0,2879.57,Ley 756 8% variable
9284,DEPARTAMENTO NN,MUNICIPIO NN,2017,3,CONVENIO DE EXPLORACION Y EXPLOTACION DE HIDROCARBUROS AREA SIRIRI,GIBRALTAR,B,G,1.98,0.07,1290755,84994.27,493978631.58,2942.29,Ley 756 8% variable
9285,DEPARTAMENTO NN,MUNICIPIO NN,2017,3,CONVENIO DE EXPLORACION Y EXPLOTACION DE HIDROCARBUROS AREA SIRIRI,GIBRALTAR,QB,G,1.98,0.07,1029,67.76,393803.6,2942.29,Ley 756 8% variable
9286,DEPARTAMENTO NN,MUNICIPIO NN,2017,3,OMBU,CAPELLA,B,G,,0.06,0,0,0,2942.29,Ley 756 8% variable
9287,DEPARTAMENTO NN,MUNICIPIO NN,2017,3,OMBU,CAPELLA,B,O,36.57,0.08,0,0,0,2942.29,Ley 756 8% variable
9288,DEPARTAMENTO NN,MUNICIPIO NN,2017,3,OMBU,CHIPO,B,O,36.57,0.08,0,0,0,2942.29,Ley 756 8% variable
9289,DEPARTAMENTO NN,MUNICIPIO NN,2017,3,OMBU,CHIPO,B,G,,0.06,0,0,0,2942.29,Ley 756 8% variable
9290,DEPARTAMENTO NN,MUNICIPIO NN,2017,4,CONVENIO DE EXPLORACION Y EXPLOTACION DE HIDROCARBUROS AREA SIRIRI,GIBRALTAR,B,G,3.38,0.07,1200901,78807.57,766427664.34,2877.82,Ley 756 8% variable
9291,DEPARTAMENTO NN,MUNICIPIO NN,2017,4,CONVENIO DE EXPLORACION Y EXPLOTACION DE HIDROCARBUROS AREA SIRIRI,GIBRALTAR,QB,G,3.38,0.07,1165,76.45,743515.21,2877.82,Ley 756 8% variable
9292,DEPARTAMENTO NN,MUNICIPIO NN,2017,5,CONVENIO DE EXPLORACION Y EXPLOTACION DE HIDROCARBUROS AREA SIRIRI,GIBRALTAR,B,G,3.38,0.07,1326223.21,87536.58,864865558.83,2923.61,Ley 756 8% variable
9293,DEPARTAMENTO NN,MUNICIPIO NN,2017,6,CONVENIO DE EXPLORACION Y EXPLOTACION DE HIDROCARBUROS AREA SIRIRI,GIBRALTAR,B,G,3.36,0.07,1179183.19,77256.13,768702362.28,2957.1,Ley 756 8% variable
9294,DEPARTAMENTO NN,MUNICIPIO NN,2017,7,CONVENIO DE EXPLORACION Y EXPLOTACION DE HIDROCARBUROS AREA SIRIRI,GIBRALTAR,B,G,3.47,0.07,1265296.02,83168.34,875177503.25,3036.58,Ley 756 8% variable
9295,DEPARTAMENTO NN,MUNICIPIO NN,2017,7,CONVENIO DE EXPLORACION Y EXPLOTACION DE HIDROCARBUROS AREA SIRIRI,GIBRALTAR,QB,G,3.47,0.07,394.24,25.91,272687.13,3036.58,Ley 756 8% variable
9296,DEPARTAMENTO NN,MUNICIPIO NN,2017,7,OMBU,CAPELLA,P,O,31.77,0.06,1214.76,72.89,7031607.27,3036.58,Ley 756 8% variable
9297,DEPARTAMENTO NN,MUNICIPIO NN,2017,8,CONVENIO DE EXPLORACION Y EXPLOTACION DE HIDROCARBUROS AREA SIRIRI,GIBRALTAR,B,G,3.15,0.07,1198898.2,78445.86,734201148.21,2973.2,Ley 756 8% variable
9298,DEPARTAMENTO NN,MUNICIPIO NN,2017,8,CONVENIO DE EXPLORACION Y EXPLOTACION DE HIDROCARBUROS AREA SIRIRI,GIBRALTAR,QB,G,3.15,0.07,811.33,53.09,496855.64,2973.2,Ley 756 8% variable
9299,DEPARTAMENTO NN,MUNICIPIO NN,2017,8,OMBU,CAPELLA,P,O,35.58,0.06,2565.22,153.91,16282114.96,2973.2,Ley 756 8% variable
9300,DEPARTAMENTO NN,MUNICIPIO NN,2017,9,CONVENIO DE EXPLORACION Y EXPLOTACION DE HIDROCARBUROS AREA SIRIRI,GIBRALTAR,B,G,3.27,0.07,1249359.85,82264.05,783771359.38,2917.09,Ley 756 8% variable
9301,DEPARTAMENTO NN,MUNICIPIO NN,2017,10,CONVENIO DE EXPLORACION Y EXPLOTACION DE HIDROCARBUROS AREA SIRIRI,GIBRALTAR,B,G,2.99,0.07,1189379.37,77768.82,686512560.16,2953.76,Ley 756 8% variable
9302,DEPARTAMENTO NN,MUNICIPIO NN,2017,10,CONVENIO DE EXPLORACION Y EXPLOTACION DE HIDROCARBUROS AREA SIRIRI,GIBRALTAR,QB,G,2.99,0.07,264.52,17.3,152681.51,2953.76,Ley 756 8% variable
9303,DEPARTAMENTO NN,MUNICIPIO NN,2017,11,CONVENIO DE EXPLORACION Y EXPLOTACION DE HIDROCARBUROS AREA SIRIRI,GIBRALTAR,B,G,3.11,0.07,1190961.86,78096.04,731178053.52,3013.47,Ley 756 8% variable
9304,DEPARTAMENTO NN,MUNICIPIO NN,2017,11,CONVENIO DE EXPLORACION Y EXPLOTACION DE HIDROCARBUROS AREA SIRIRI,GIBRALTAR,QB,G,3.11,0.07,463,30.36,284253.77,3013.47,Ley 756 8% variable
9305,DEPARTAMENTO NN,MUNICIPIO NN,2017,12,CONVENIO DE EXPLORACION Y EXPLOTACION DE HIDROCARBUROS AREA SIRIRI,GIBRALTAR,B,G,3.31,0.07,1316688.1,86853.1,860939875.1,2991.76,Ley 756 8% variable
9306,DEPARTAMENTO NN,MUNICIPIO NN,2017,12,CONVENIO DE EXPLORACION Y EXPLOTACION DE HIDROCARBUROS AREA SIRIRI,GIBRALTAR,QB,G,3.31,0.07,457,30.15,298817.51,2991.76,Ley 756 8% variable
9307,GUAJIRA,DIBULLA,2017,1,GUAJIRA,BALLENA,B,G,4.81,0.2,23863,4772.6,67502327.08,2941.4,Ley 141 20%
9308,GUAJIRA,DIBULLA,2017,1,GUAJIRA,BALLENA,QB,G,4.81,0.2,15,3,42430.85,2941.4,Ley 141 20%
9309,GUAJIRA,DIBULLA,2017,1,GUAJIRA,BALLENA 2,B,G,,0.2,0,0,0,2941.4,Ley 141 20%
9310,GUAJIRA,DIBULLA,2017,1,GUAJIRA,CHUCHUPA,QB,G,4.81,0.2,122,24.4,345106.42,2941.4,Ley 141 20%
9311,GUAJIRA,DIBULLA,2017,1,GUAJIRA,CHUCHUPA,B,G,4.81,0.2,375619,75123.8,1062530135.17,2941.4,Ley 141 20%
9312,GUAJIRA,DIBULLA,2017,1,GUAJIRA,CHUCHUPA 2,B,G,,0.2,0,0,0,2941.4,Ley 141 20%
9313,GUAJIRA,DIBULLA,2017,2,GUAJIRA,BALLENA,B,G,4.86,0.2,32691,6538.2,91449380.75,2879.57,Ley 141 20%
9314,GUAJIRA,DIBULLA,2017,2,GUAJIRA,BALLENA 2,B,G,,0.2,0,0,0,2879.57,Ley 141 20%
9315,GUAJIRA,DIBULLA,2017,2,GUAJIRA,CHUCHUPA,B,G,4.86,0.2,362777,72555.4,1014827689.84,2879.57,Ley 141 20%
9316,GUAJIRA,DIBULLA,2017,2,GUAJIRA,CHUCHUPA 2,B,G,,0.2,0,0,0,2879.57,Ley 141 20%
9317,GUAJIRA,DIBULLA,2017,3,GUAJIRA,BALLENA,B,G,4.8,0.2,41941,8388.2,118461545.17,2942.29,Ley 141 20%
9318,GUAJIRA,DIBULLA,2017,3,GUAJIRA,BALLENA 2,B,G,,0.2,0,0,0,2942.29,Ley 141 20%
9319,GUAJIRA,DIBULLA,2017,3,GUAJIRA,CHUCHUPA,B,G,4.8,0.2,411223,82244.6,1161491429.88,2942.29,Ley 141 20%
9320,GUAJIRA,DIBULLA,2017,3,GUAJIRA,CHUCHUPA 2,B,G,,0.2,0,0,0,2942.29,Ley 141 20%
9321,GUAJIRA,DIBULLA,2017,4,GUAJIRA,BALLENA,B,G,4.86,0.2,40563,8112.6,113534527.96,2877.82,Ley 141 20%
9322,GUAJIRA,DIBULLA,2017,4,GUAJIRA,CHUCHUPA,B,G,4.86,0.2,405362,81072.4,1134595157.45,2877.82,Ley 141 20%
9323,GUAJIRA,DIBULLA,2017,5,GUAJIRA,BALLENA,B,G,4.87,0.2,35383.44,7076.69,100724643.79,2923.61,Ley 141 20%
9324,GUAJIRA,DIBULLA,2017,5,GUAJIRA,CHUCHUPA,B,G,4.87,0.2,408994.47,81798.89,1164268436.75,2923.61,Ley 141 20%
9325,GUAJIRA,DIBULLA,2017,6,GUAJIRA,BALLENA,B,G,4.83,0.2,32074.8,6414.96,91574224.22,2957.1,Ley 141 20%
9326,GUAJIRA,DIBULLA,2017,6,GUAJIRA,CHUCHUPA,B,G,4.83,0.2,374570.14,74914.03,1069405580.74,2957.1,Ley 141 20%
9327,GUAJIRA,DIBULLA,2017,7,GUAJIRA,BALLENA,B,G,4.82,0.2,32190.53,6438.11,94296620.52,3036.58,Ley 141 20%
9328,GUAJIRA,DIBULLA,2017,7,GUAJIRA,CHUCHUPA,B,G,4.82,0.2,364448.11,72889.62,1067588050.82,3036.58,Ley 141 20%
9329,GUAJIRA,DIBULLA,2017,8,GUAJIRA,BALLENA,B,G,4.54,0.2,37007.48,7401.5,99982641.28,2973.2,Ley 141 20%
9330,GUAJIRA,DIBULLA,2017,8,GUAJIRA,CHUCHUPA,B,G,4.54,0.2,409179.73,81835.95,1105475710.83,2973.2,Ley 141 20%
9331,GUAJIRA,DIBULLA,2017,9,GUAJIRA,BALLENA,B,G,4.59,0.2,34489.1,6897.82,92454551.78,2917.09,Ley 141 20%
9332,GUAJIRA,DIBULLA,2017,9,GUAJIRA,CHUCHUPA,B,G,4.59,0.2,406087.87,81217.57,1088595296.63,2917.09,Ley 141 20%
9333,GUAJIRA,DIBULLA,2017,10,GUAJIRA,BALLENA,B,G,4.61,0.2,32333.52,6466.7,88080863.25,2953.76,Ley 141 20%
9334,GUAJIRA,DIBULLA,2017,10,GUAJIRA,CHUCHUPA,B,G,4.61,0.2,404104.78,80820.96,1100835852.47,2953.76,Ley 141 20%
9335,GUAJIRA,DIBULLA,2017,11,GUAJIRA,BALLENA,B,G,4.52,0.2,32959.08,6591.82,89776431.18,3013.47,Ley 141 20%
9336,GUAJIRA,DIBULLA,2017,11,GUAJIRA,CHUCHUPA,B,G,4.52,0.2,408201.87,81640.37,1111891085.94,3013.47,Ley 141 20%
9337,GUAJIRA,DIBULLA,2017,12,GUAJIRA,BALLENA,B,G,4.68,0.2,32712.17,6542.43,91693513.5,2991.76,Ley 141 20%
9338,GUAJIRA,DIBULLA,2017,12,GUAJIRA,CHUCHUPA,B,G,4.68,0.2,399531.99,79906.4,1119904060.92,2991.76,Ley 141 20%
9339,GUAJIRA,FONSECA,2017,1,RÍO RANCHERÍA,CARRETALITO,B,G,4.55,0.06,0,0,0,2941.4,Ley 756 8% variable
9340,GUAJIRA,FONSECA,2017,2,RÍO RANCHERÍA,CARRETALITO,B,G,4.73,0.06,0,0,0,2879.57,Ley 756 8% variable
9341,GUAJIRA,FONSECA,2017,3,RÍO RANCHERÍA,CARRETALITO,B,G,4.6,0.06,0,0,0,2942.29,Ley 756 8% variable
9342,GUAJIRA,MANAURE,2017,1,GUAJIRA,BALLENA,QB,G,4.81,0.2,407,81.4,1151298.47,2941.4,Ley 141 20%
9343,GUAJIRA,MANAURE,2017,1,GUAJIRA,BALLENA,QB,G,4.81,0.2,428,85.6,1210702.35,2941.4,Ley 141 20%
9344,GUAJIRA,MANAURE,2017,1,GUAJIRA,BALLENA,B,G,4.81,0.2,217137,43427.4,614225068.02,2941.4,Ley 141 20%
9345,GUAJIRA,MANAURE,2017,1,GUAJIRA,BALLENA,B,G,4.81,0.2,323721,64744.2,915723959.22,2941.4,Ley 141 20%
9346,GUAJIRA,MANAURE,2017,1,GUAJIRA,BALLENA 2,B,G,,0.2,0,0,0,2941.4,Ley 141 20%
9347,GUAJIRA,MANAURE,2017,1,GUAJIRA,BALLENA 2,B,G,,0.2,0,0,0,2941.4,Ley 141 20%
9348,GUAJIRA,MANAURE,2017,1,GUAJIRA,CHUCHUPA,B,G,4.81,0.2,3179529,635905.8,8994074789.57,2941.4,Ley 141 20%
9349,GUAJIRA,MANAURE,2017,1,GUAJIRA,CHUCHUPA,QB,G,4.81,0.2,3233,646.6,9145330.17,2941.4,Ley 141 20%
9350,GUAJIRA,MANAURE,2017,1,GUAJIRA,CHUCHUPA 2,B,G,,0.2,0,0,0,2941.4,Ley 141 20%
9351,GUAJIRA,MANAURE,2017,1,GUAJIRA,RIOHACHA,B,G,4.59,0.2,0,0,0,2941.4,Ley 141 20%
9352,GUAJIRA,MANAURE,2017,1,GUAJIRA,RIOHACHA 2,B,G,,0.2,0,0,0,2941.4,Ley 141 20%
9353,GUAJIRA,MANAURE,2017,2,GUAJIRA,BALLENA,B,G,4.86,0.2,443481,88696.2,1240588015.93,2879.57,Ley 141 20%
9354,GUAJIRA,MANAURE,2017,2,GUAJIRA,BALLENA,B,G,4.86,0.2,297467,59493.4,832130339.85,2879.57,Ley 141 20%
9355,GUAJIRA,MANAURE,2017,2,GUAJIRA,BALLENA 2,B,G,,0.2,0,0,0,2879.57,Ley 141 20%
9356,GUAJIRA,MANAURE,2017,2,GUAJIRA,BALLENA 2,B,G,,0.2,0,0,0,2879.57,Ley 141 20%
9357,GUAJIRA,MANAURE,2017,2,GUAJIRA,CHUCHUPA,B,G,4.86,0.2,3070824,614164.8,8590283358.29,2879.57,Ley 141 20%
9358,GUAJIRA,MANAURE,2017,2,GUAJIRA,CHUCHUPA 2,B,G,,0.2,0,0,0,2879.57,Ley 141 20%
9359,GUAJIRA,MANAURE,2017,2,GUAJIRA,RIOHACHA,B,G,4.67,0.2,0,0,0,2879.57,Ley 141 20%
9360,GUAJIRA,MANAURE,2017,2,GUAJIRA,RIOHACHA 2,B,G,,0.2,0,0,0,2879.57,Ley 141 20%
9361,GUAJIRA,MANAURE,2017,3,GUAJIRA,BALLENA,B,G,4.8,0.2,568958,113791.6,1607010894.87,2942.29,Ley 141 20%
9362,GUAJIRA,MANAURE,2017,3,GUAJIRA,BALLENA,B,G,4.8,0.2,381631,76326.2,1077909397.08,2942.29,Ley 141 20%
9363,GUAJIRA,MANAURE,2017,3,GUAJIRA,BALLENA 2,B,G,,0.2,0,0,0,2942.29,Ley 141 20%
9364,GUAJIRA,MANAURE,2017,3,GUAJIRA,BALLENA 2,B,G,,0.2,0,0,0,2942.29,Ley 141 20%
9365,GUAJIRA,MANAURE,2017,3,GUAJIRA,CHUCHUPA,B,G,4.8,0.2,3480914,696182.8,9831774440.37,2942.29,Ley 141 20%
9366,GUAJIRA,MANAURE,2017,3,GUAJIRA,CHUCHUPA 2,B,G,,0.2,0,0,0,2942.29,Ley 141 20%
9367,GUAJIRA,MANAURE,2017,3,GUAJIRA,RIOHACHA,B,G,4.55,0.2,0,0,0,2942.29,Ley 141 20%
9368,GUAJIRA,MANAURE,2017,3,GUAJIRA,RIOHACHA 2,B,G,,0.2,0,0,0,2942.29,Ley 141 20%
9369,GUAJIRA,MANAURE,2017,4,GUAJIRA,BALLENA,B,G,4.86,0.2,550266,110053.2,1540176777.75,2877.82,Ley 141 20%
9370,GUAJIRA,MANAURE,2017,4,GUAJIRA,BALLENA,B,G,4.86,0.2,369093,73818.6,1033079396.87,2877.82,Ley 141 20%
9371,GUAJIRA,MANAURE,2017,4,GUAJIRA,CHUCHUPA,B,G,4.86,0.2,3431297,686259.4,9604089581.68,2877.82,Ley 141 20%
9372,GUAJIRA,MANAURE,2017,5,GUAJIRA,BALLENA,B,G,4.87,0.2,480000,96000,1366397080.28,2923.61,Ley 141 20%
9373,GUAJIRA,MANAURE,2017,5,GUAJIRA,BALLENA,B,G,4.87,0.2,321962,64392.4,916516534.74,2923.61,Ley 141 20%
9374,GUAJIRA,MANAURE,2017,5,GUAJIRA,CHUCHUPA,B,G,4.87,0.2,3462046.44,692409.29,9855271143.14,2923.61,Ley 141 20%
9375,GUAJIRA,MANAURE,2017,6,GUAJIRA,BALLENA,B,G,4.83,0.2,291855.92,58371.18,833254753.68,2957.1,Ley 141 20%
9376,GUAJIRA,MANAURE,2017,6,GUAJIRA,BALLENA,B,G,4.83,0.2,435116,87023.2,1242265277.07,2957.1,Ley 141 20%
9377,GUAJIRA,MANAURE,2017,6,GUAJIRA,CHUCHUPA,B,G,4.83,0.2,3170652.18,634130.44,9052278265.88,2957.1,Ley 141 20%
9378,GUAJIRA,MANAURE,2017,7,GUAJIRA,BALLENA,B,G,4.82,0.2,436686,87337.2,1279196524.37,3036.58,Ley 141 20%
9379,GUAJIRA,MANAURE,2017,7,GUAJIRA,BALLENA,B,G,4.82,0.2,292908.99,58581.8,858026503.93,3036.58,Ley 141 20%
9380,GUAJIRA,MANAURE,2017,7,GUAJIRA,CHUCHUPA,B,G,4.82,0.2,3084971.49,616994.3,9036893347.21,3036.58,Ley 141 20%
9381,GUAJIRA,MANAURE,2017,8,GUAJIRA,BALLENA,B,G,4.54,0.2,336739.52,67347.9,909764910.09,2973.2,Ley 141 20%
9382,GUAJIRA,MANAURE,2017,8,GUAJIRA,BALLENA,B,G,4.54,0.2,502032,100406.4,1356333516.67,2973.2,Ley 141 20%
9383,GUAJIRA,MANAURE,2017,8,GUAJIRA,CHUCHUPA,B,G,4.54,0.2,3463614.59,692722.92,9357603813.13,2973.2,Ley 141 20%
9384,GUAJIRA,MANAURE,2017,9,GUAJIRA,BALLENA,B,G,4.59,0.2,313824.19,62764.84,841265062.22,2917.09,Ley 141 20%
9385,GUAJIRA,MANAURE,2017,9,GUAJIRA,BALLENA,B,G,4.59,0.2,467868,93573.6,1254208613.21,2917.09,Ley 141 20%
9433,GUAJIRA,URIBIA,2017,1,GUAJIRA,CHUCHUPA 2,B,G,,0.2,0,0,0,2941.4,Ley 141 20%
9386,GUAJIRA,MANAURE,2017,9,GUAJIRA,CHUCHUPA,B,G,4.59,0.2,3437442.71,687488.54,9214714951.55,2917.09,Ley 141 20%
9387,GUAJIRA,MANAURE,2017,10,GUAJIRA,BALLENA,B,G,4.61,0.2,438626,87725.2,1194876305.42,2953.76,Ley 141 20%
9388,GUAJIRA,MANAURE,2017,10,GUAJIRA,BALLENA,B,G,4.61,0.2,294210.03,58842.01,801467750.78,2953.76,Ley 141 20%
9389,GUAJIRA,MANAURE,2017,10,GUAJIRA,CHUCHUPA,B,G,4.61,0.2,3420656.31,684131.26,9318328542.57,2953.76,Ley 141 20%
9390,GUAJIRA,MANAURE,2017,11,GUAJIRA,BALLENA,B,G,4.52,0.2,299902.21,59980.44,816896291.85,3013.47,Ley 141 20%
9391,GUAJIRA,MANAURE,2017,11,GUAJIRA,BALLENA,B,G,4.52,0.2,447112,89422.4,1217877437.09,3013.47,Ley 141 20%
9392,GUAJIRA,MANAURE,2017,11,GUAJIRA,CHUCHUPA,B,G,4.52,0.2,3455337.22,691067.44,9411908511.66,3013.47,Ley 141 20%
9393,GUAJIRA,MANAURE,2017,12,GUAJIRA,BALLENA,B,G,4.68,0.2,297655.5,59531.1,834340206.5,2991.76,Ley 141 20%
9394,GUAJIRA,MANAURE,2017,12,GUAJIRA,BALLENA,B,G,4.68,0.2,443763,88752.6,1243885341.47,2991.76,Ley 141 20%
9395,GUAJIRA,MANAURE,2017,12,GUAJIRA,CHUCHUPA,B,G,4.68,0.2,3381948.69,676389.74,9479736709.26,2991.76,Ley 141 20%
9396,GUAJIRA,RIOHACHA,2017,1,GUAJIRA,BALLENA,QB,G,4.81,0.2,67,13.4,189525.5,2941.4,Ley 141 20%
9397,GUAJIRA,RIOHACHA,2017,1,GUAJIRA,BALLENA,B,G,4.81,0.2,106418,21283.6,301029319.33,2941.4,Ley 141 20%
9398,GUAJIRA,RIOHACHA,2017,1,GUAJIRA,BALLENA 2,B,G,,0.2,0,0,0,2941.4,Ley 141 20%
9399,GUAJIRA,RIOHACHA,2017,1,GUAJIRA,CHUCHUPA,QB,G,4.81,0.2,506,101.2,1431344.34,2941.4,Ley 141 20%
9400,GUAJIRA,RIOHACHA,2017,1,GUAJIRA,CHUCHUPA,B,G,4.81,0.2,1558270,311654,4407947504.7,2941.4,Ley 141 20%
9401,GUAJIRA,RIOHACHA,2017,1,GUAJIRA,CHUCHUPA 2,B,G,,0.2,0,0,0,2941.4,Ley 141 20%
9402,GUAJIRA,RIOHACHA,2017,2,GUAJIRA,BALLENA,B,G,4.86,0.2,145787,29157.4,407822668.66,2879.57,Ley 141 20%
9403,GUAJIRA,RIOHACHA,2017,2,GUAJIRA,BALLENA 2,B,G,,0.2,0,0,0,2879.57,Ley 141 20%
9404,GUAJIRA,RIOHACHA,2017,2,GUAJIRA,CHUCHUPA,B,G,4.86,0.2,1504994,300998.8,4210050759.15,2879.57,Ley 141 20%
9405,GUAJIRA,RIOHACHA,2017,2,GUAJIRA,CHUCHUPA 2,B,G,,0.2,0,0,0,2879.57,Ley 141 20%
9406,GUAJIRA,RIOHACHA,2017,3,GUAJIRA,BALLENA,B,G,4.8,0.2,187035,37407,528276749.12,2942.29,Ley 141 20%
9407,GUAJIRA,RIOHACHA,2017,3,GUAJIRA,BALLENA 2,B,G,,0.2,0,0,0,2942.29,Ley 141 20%
9408,GUAJIRA,RIOHACHA,2017,3,GUAJIRA,CHUCHUPA,B,G,4.8,0.2,1705977,341195.4,4818499125.25,2942.29,Ley 141 20%
9409,GUAJIRA,RIOHACHA,2017,3,GUAJIRA,CHUCHUPA 2,B,G,,0.2,0,0,0,2942.29,Ley 141 20%
9410,GUAJIRA,RIOHACHA,2017,4,GUAJIRA,BALLENA,B,G,4.86,0.2,180890,36178,506305272.89,2877.82,Ley 141 20%
9411,GUAJIRA,RIOHACHA,2017,4,GUAJIRA,CHUCHUPA,B,G,4.86,0.2,1681660,336332,4706912075.79,2877.82,Ley 141 20%
9412,GUAJIRA,RIOHACHA,2017,5,GUAJIRA,BALLENA,B,G,4.87,0.2,157791.81,31558.36,449179725.88,2923.61,Ley 141 20%
9413,GUAJIRA,RIOHACHA,2017,5,GUAJIRA,CHUCHUPA,B,G,4.87,0.2,1696729.97,339345.99,4830014328.58,2923.61,Ley 141 20%
9414,GUAJIRA,RIOHACHA,2017,6,GUAJIRA,BALLENA,B,G,4.83,0.2,143036.99,28607.4,408373596.72,2957.1,Ley 141 20%
9415,GUAJIRA,RIOHACHA,2017,6,GUAJIRA,CHUCHUPA,B,G,4.83,0.2,1553919.24,310783.85,4436471919.28,2957.1,Ley 141 20%
9416,GUAJIRA,RIOHACHA,2017,7,GUAJIRA,BALLENA,B,G,4.82,0.2,143553.09,28710.62,420514085.11,3036.58,Ley 141 20%
9417,GUAJIRA,RIOHACHA,2017,7,GUAJIRA,CHUCHUPA,B,G,4.82,0.2,1511927.6,302385.52,4428931844.13,3036.58,Ley 141 20%
9418,GUAJIRA,RIOHACHA,2017,8,GUAJIRA,BALLENA,B,G,4.54,0.2,165034.19,33006.84,445870787.3,2973.2,Ley 141 20%
9419,GUAJIRA,RIOHACHA,2017,8,GUAJIRA,CHUCHUPA,B,G,4.54,0.2,1697498.51,339499.7,4586110294.81,2973.2,Ley 141 20%
9420,GUAJIRA,RIOHACHA,2017,9,GUAJIRA,BALLENA,B,G,4.59,0.2,153803.51,30760.7,412299381.02,2917.09,Ley 141 20%
9421,GUAJIRA,RIOHACHA,2017,9,GUAJIRA,CHUCHUPA,B,G,4.59,0.2,1684671.81,336934.36,4516081233.77,2917.09,Ley 141 20%
9422,GUAJIRA,RIOHACHA,2017,10,GUAJIRA,BALLENA,B,G,4.61,0.2,144190.72,28838.14,392794943.04,2953.76,Ley 141 20%
9423,GUAJIRA,RIOHACHA,2017,10,GUAJIRA,CHUCHUPA,B,G,4.61,0.2,1676444.89,335288.98,4566861693.03,2953.76,Ley 141 20%
9424,GUAJIRA,RIOHACHA,2017,11,GUAJIRA,BALLENA,B,G,4.52,0.2,146980.43,29396.09,400356396.94,3013.47,Ley 141 20%
9425,GUAJIRA,RIOHACHA,2017,11,GUAJIRA,CHUCHUPA,B,G,4.52,0.2,1693441.82,338688.36,4612724740.05,3013.47,Ley 141 20%
9426,GUAJIRA,RIOHACHA,2017,12,GUAJIRA,BALLENA,B,G,4.68,0.2,145879.33,29175.87,408905564.71,2991.76,Ley 141 20%
9427,GUAJIRA,RIOHACHA,2017,12,GUAJIRA,CHUCHUPA,B,G,4.68,0.2,1657474.5,331494.9,4645966956.35,2991.76,Ley 141 20%
9428,GUAJIRA,URIBIA,2017,1,GUAJIRA,BALLENA,QB,G,4.81,0.2,74,14.8,209326.63,2941.4,Ley 141 20%
9429,GUAJIRA,URIBIA,2017,1,GUAJIRA,BALLENA,B,G,4.81,0.2,117551,23510.2,332521730.32,2941.4,Ley 141 20%
9430,GUAJIRA,URIBIA,2017,1,GUAJIRA,BALLENA 2,B,G,,0.2,0,0,0,2941.4,Ley 141 20%
9431,GUAJIRA,URIBIA,2017,1,GUAJIRA,CHUCHUPA,QB,G,4.81,0.2,541,108.2,1530350.48,2941.4,Ley 141 20%
9432,GUAJIRA,URIBIA,2017,1,GUAJIRA,CHUCHUPA,B,G,4.81,0.2,1666740,333348,4714781407.88,2941.4,Ley 141 20%
9434,GUAJIRA,URIBIA,2017,2,GUAJIRA,BALLENA,B,G,4.86,0.2,161039,32207.8,450488416.39,2879.57,Ley 141 20%
9435,GUAJIRA,URIBIA,2017,2,GUAJIRA,BALLENA 2,B,G,,0.2,0,0,0,2879.57,Ley 141 20%
9436,GUAJIRA,URIBIA,2017,2,GUAJIRA,CHUCHUPA,B,G,4.86,0.2,1609755,321951,4503107826.17,2879.57,Ley 141 20%
9437,GUAJIRA,URIBIA,2017,2,GUAJIRA,CHUCHUPA 2,B,G,,0.2,0,0,0,2879.57,Ley 141 20%
