ITEM,Departamento,Municipio,Año,Mes,Contrato,Campo,Tipo Prod,Tipo Hidrocarburo,Precio Hidrocarburo USD,Porc Regalia,Prod. Gravable Bls/Kpc,Volumen Regalia Bls/Kpc,Regalias COP,Trm Promedio,Regimen Reg
2730,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,44.5,0.12,1144.26,137.31,18555896,3036.58,ARTICULO 39 LEY 756
2731,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,44.5,0.08,526.57,42.13,5692749.39,3036.58,Ley 756 8% variable
2732,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.02,0.2,559.96,111.99,1367397.76,3036.58,Ley 141 20%
2733,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.02,0.12,559.96,67.2,820438.91,3036.58,ARTICULO 39 LEY 756
2734,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,43.93,0.2,23806.91,4761.38,635152434.92,3036.58,Ley 141 20%
2735,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,43.93,0.12,23806.91,2856.83,381091461.3,3036.58,ARTICULO 39 LEY 756
2736,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,I,O,43.93,0.08,14587.43,1166.99,155673150.21,3036.58,Ley 756 8% variable
2737,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.02,0.2,75.82,15.16,185148.8,3036.58,Ley 141 20%
2738,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.02,0.12,75.82,9.1,111089.5,3036.58,ARTICULO 39 LEY 756
2739,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,43.93,0.2,4917.2,983.44,131187606.43,3036.58,Ley 141 20%
2740,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,43.93,0.12,4917.2,590.06,78712564.27,3036.58,ARTICULO 39 LEY 756
2741,CASANARE,AGUAZUL,2017,7,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,I,O,43.93,0.08,3013.34,241.07,32157558.25,3036.58,Ley 756 8% variable
2742,CASANARE,AGUAZUL,2017,7,RECETOR EQUION,CUPIAGUA LIRIA,B,O,43.04,0.2,105132,21026.4,2747822099.34,3036.58,Ley 141 20%
2743,CASANARE,AGUAZUL,2017,7,RECETOR EQUION,CUPIAGUA LIRIA,B,O,43.04,0.12,105132,12615.84,1648693259.94,3036.58,ARTICULO 39 LEY 756
2744,CASANARE,AGUAZUL,2017,7,RIO CHITAMENA,CUSIANA,B,G,3.49,0.2,140749.25,28149.85,298108959.14,3036.58,Ley 141 20%
2745,CASANARE,AGUAZUL,2017,7,RIO CHITAMENA,CUSIANA,B,O,42.85,0.2,12737.28,2547.46,331453788.8,3036.58,Ley 141 20%
2746,CASANARE,AGUAZUL,2017,7,TAURAMENA,CUSIANA,B,G,3.49,0.2,135867.12,27173.42,287768536.77,3036.58,Ley 141 20%
2747,CASANARE,AGUAZUL,2017,7,TAURAMENA,CUSIANA,B,O,42.85,0.2,467.29,93.46,12159976.93,3036.58,Ley 141 20%
2748,CASANARE,AGUAZUL,2017,7,TAURAMENA,CUSIANA,B,G,3.49,0.2,308889.41,61777.88,654232264.61,3036.58,Ley 141 20%
2749,CASANARE,AGUAZUL,2017,7,TAURAMENA,CUSIANA,B,O,42.85,0.2,8356.14,1671.23,217446288.41,3036.58,Ley 141 20%
2750,CASANARE,AGUAZUL,2017,7,TAURAMENA,CUSIANA,B,G,3.49,0.2,92376.37,18475.27,195654495.64,3036.58,Ley 141 20%
2751,CASANARE,AGUAZUL,2017,7,TAURAMENA,CUSIANA,B,O,42.85,0.2,10631.11,2126.22,276646323.7,3036.58,Ley 141 20%
2752,CASANARE,AGUAZUL,2017,8,CASANARE,LA GLORIA,B,O,35.04,0.2,7896.1,1579.22,164522726.84,2973.2,Ley 141 20%
2753,CASANARE,AGUAZUL,2017,8,CUSIANA NORTE,CUSIANA NORTE,B,G,3.58,0.2,56309.57,11261.91,119865746.48,2973.2,Ley 141 20%
2754,CASANARE,AGUAZUL,2017,8,CUSIANA NORTE,CUSIANA NORTE,B,O,46.19,0.2,5844.4,1168.88,160528924.55,2973.2,Ley 141 20%
2755,CASANARE,AGUAZUL,2017,8,CUSIANA NORTE,CUSIANA NORTE,B,G,3.58,0.2,221541.5,44308.3,471593678.66,2973.2,Ley 141 20%
2756,CASANARE,AGUAZUL,2017,8,CUSIANA NORTE,CUSIANA NORTE,B,O,46.19,0.2,5547.38,1109.48,152370635.49,2973.2,Ley 141 20%
2757,CASANARE,AGUAZUL,2017,8,CUSIANA NORTE,CUSIANA NORTE,B,G,3.58,0.2,1705924.73,341184.95,3631388789.23,2973.2,Ley 141 20%
2758,CASANARE,AGUAZUL,2017,8,CUSIANA NORTE,CUSIANA NORTE,B,O,46.19,0.2,20519.5,4103.9,563611879.36,2973.2,Ley 141 20%
2759,CASANARE,AGUAZUL,2017,8,CUSIANA NORTE,CUSIANA NORTE,B,G,3.58,0.2,183941.21,36788.24,391554232.23,2973.2,Ley 141 20%
2760,CASANARE,AGUAZUL,2017,8,CUSIANA NORTE,CUSIANA NORTE,B,O,46.19,0.2,5855,1171,160820075.77,2973.2,Ley 141 20%
2761,CASANARE,AGUAZUL,2017,8,E&P LLANOS 22,RAMIRIQUI,B,G,4.19,0.06,63271.94,4049.4,50434254.88,2973.2,Ley 756 8% variable
2762,CASANARE,AGUAZUL,2017,8,E&P LLANOS 22,RAMIRIQUI,QB,G,4.19,0.06,49728.25,3182.61,39638538.5,2973.2,Ley 756 8% variable
2763,CASANARE,AGUAZUL,2017,8,E&P LLANOS 22,RAMIRIQUI,B,O,38.48,0.08,71399.3,5711.94,653513275.66,2973.2,Ley 756 8% variable
2764,CASANARE,AGUAZUL,2017,8,E&P LLANOS 26,RUMBA,B,O,40.46,0.08,82948,6635.84,798274669.75,2973.2,Ley 756 8% variable
2765,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.68,0.2,484.14,96.83,1059892.12,2973.2,Ley 141 20%
2766,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.68,0.12,484.14,58.1,635935.3,2973.2,ARTICULO 39 LEY 756
2767,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,3.68,0.08,585826.67,45559.38,498699030.13,2973.2,Ley 756 8% variable
2768,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,46.45,0.2,17335.05,3467.01,478786130.9,2973.2,Ley 141 20%
2769,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,46.45,0.12,17335.05,2080.21,287271678.69,2973.2,ARTICULO 39 LEY 756
2770,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,46.45,0.08,9131.84,730.55,100886892.88,2973.2,Ley 756 8% variable
2771,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.68,0.2,117,23.4,256139.42,2973.2,Ley 141 20%
2772,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.68,0.12,117,14.04,153683.71,2973.2,ARTICULO 39 LEY 756
2773,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,3.68,0.08,141552,11008.41,120499541.41,2973.2,Ley 756 8% variable
2774,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,46.45,0.2,4756,951.2,131358538.18,2973.2,Ley 141 20%
2775,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,46.45,0.12,4756,570.72,78815123.34,2973.2,ARTICULO 39 LEY 756
2776,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,46.45,0.08,2505,200.4,27674780.28,2973.2,Ley 756 8% variable
2777,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.68,0.2,180.86,36.17,395943.25,2973.2,Ley 141 20%
2778,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.68,0.12,180.86,21.7,237566.12,2973.2,ARTICULO 39 LEY 756
2779,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,3.68,0.08,219109.13,17039.98,186521912.08,2973.2,Ley 756 8% variable
2780,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,46.45,0.2,14910.19,2982.04,411812609.15,2973.2,Ley 141 20%
3130,CASANARE,MANI,2017,1,CASANARE,LA GLORIA,B,O,35.09,0.2,6460,1292,133362394.27,2941.4,Ley 141 20%
2781,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,46.45,0.12,14910.19,1789.22,247087566,2973.2,ARTICULO 39 LEY 756
2782,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,46.45,0.08,7853.32,628.27,86762038.66,2973.2,Ley 756 8% variable
2783,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.68,0.2,13.22,2.64,28941.55,2973.2,Ley 141 20%
2784,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.68,0.12,13.22,1.59,17364.94,2973.2,ARTICULO 39 LEY 756
2785,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,3.68,0.08,16294.43,1267.21,13871025.01,2973.2,Ley 756 8% variable
2786,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,46.45,0.2,664.99,133,18366718.56,2973.2,Ley 141 20%
2787,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,46.45,0.12,664.99,79.8,11020031.3,2973.2,ARTICULO 39 LEY 756
2788,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,46.45,0.08,349.89,27.99,3865520.48,2973.2,Ley 756 8% variable
2789,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.68,0.2,1467.02,293.4,3211639.12,2973.2,Ley 141 20%
2790,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.68,0.12,1467.02,176.04,1926983.54,2973.2,ARTICULO 39 LEY 756
2791,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,3.68,0.08,1773668.7,137937.12,1509878101.9,2973.2,Ley 756 8% variable
2792,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,46.45,0.2,54605.3,10921.06,1508173343.74,2973.2,Ley 141 20%
2793,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,46.45,0.12,54605.3,6552.64,904904006.4,2973.2,ARTICULO 39 LEY 756
2794,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,46.45,0.08,28761.67,2300.93,317753653.96,2973.2,Ley 756 8% variable
2795,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.68,0.2,30.61,6.12,67012.05,2973.2,Ley 141 20%
2796,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.68,0.12,30.61,3.67,40207.34,2973.2,ARTICULO 39 LEY 756
2797,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,3.68,0.08,36737.42,2857.05,31273611.52,2973.2,Ley 756 8% variable
2798,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,46.45,0.2,1074.7,214.94,29682720.34,2973.2,Ley 141 20%
2799,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,46.45,0.12,1074.7,128.96,17809632.69,2973.2,ARTICULO 39 LEY 756
2800,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,46.45,0.08,566.22,45.3,6255494.59,2973.2,Ley 756 8% variable
2801,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.02,0.2,70.26,14.05,167990.77,2973.2,Ley 141 20%
2802,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.02,0.12,70.26,8.43,100794.49,2973.2,ARTICULO 39 LEY 756
2803,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,45.91,0.2,4809.38,961.88,131305995.98,2973.2,Ley 141 20%
2804,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,45.91,0.12,4809.38,577.13,78783597.74,2973.2,ARTICULO 39 LEY 756
2805,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,I,O,45.91,0.08,2954.91,236.39,32270055.58,2973.2,Ley 756 8% variable
2806,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.02,0.2,537,107.4,1283960.45,2973.2,Ley 141 20%
2807,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.02,0.12,537,64.44,770376.33,2973.2,ARTICULO 39 LEY 756
2808,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,45.91,0.2,23262.95,4652.59,635126528.1,2973.2,Ley 141 20%
2809,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,45.91,0.12,23262.95,2791.55,381075917.33,2973.2,ARTICULO 39 LEY 756
2810,CASANARE,AGUAZUL,2017,8,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,I,O,45.91,0.08,14295.28,1143.62,156116254.48,2973.2,Ley 756 8% variable
2811,CASANARE,AGUAZUL,2017,8,RECETOR EQUION,CUPIAGUA LIRIA,B,O,45.11,0.2,104448.57,20889.71,2801632409.42,2973.2,Ley 141 20%
2812,CASANARE,AGUAZUL,2017,8,RECETOR EQUION,CUPIAGUA LIRIA,B,O,45.11,0.12,104448.57,12533.83,1680979446,2973.2,ARTICULO 39 LEY 756
2813,CASANARE,AGUAZUL,2017,8,RIO CHITAMENA,CUSIANA,B,G,3.58,0.2,154764.74,30952.95,329446505.91,2973.2,Ley 141 20%
2814,CASANARE,AGUAZUL,2017,8,RIO CHITAMENA,CUSIANA,B,O,44.75,0.2,17200.48,3440.1,457674450.52,2973.2,Ley 141 20%
2815,CASANARE,AGUAZUL,2017,8,TAURAMENA,CUSIANA,B,G,3.58,0.2,127708.98,25541.8,271853118.43,2973.2,Ley 141 20%
2816,CASANARE,AGUAZUL,2017,8,TAURAMENA,CUSIANA,B,O,44.75,0.2,389.64,77.93,10367633.31,2973.2,Ley 141 20%
2817,CASANARE,AGUAZUL,2017,8,TAURAMENA,CUSIANA,B,G,3.58,0.2,308978.72,61795.74,657720613.39,2973.2,Ley 141 20%
2818,CASANARE,AGUAZUL,2017,8,TAURAMENA,CUSIANA,B,O,44.75,0.2,7139.86,1427.97,189979087.68,2973.2,Ley 141 20%
2819,CASANARE,AGUAZUL,2017,8,TAURAMENA,CUSIANA,B,G,3.58,0.2,69537.15,13907.43,148023193.79,2973.2,Ley 141 20%
2820,CASANARE,AGUAZUL,2017,8,TAURAMENA,CUSIANA,B,O,44.75,0.2,8069.83,1613.97,214723949.78,2973.2,Ley 141 20%
2821,CASANARE,AGUAZUL,2017,9,CASANARE,LA GLORIA,B,O,38.13,0.2,8098.08,1619.62,180153829.7,2917.09,Ley 141 20%
2822,CASANARE,AGUAZUL,2017,9,CUSIANA NORTE,CUSIANA NORTE,B,G,3.65,0.2,57946.07,11589.21,123445457.99,2917.09,Ley 141 20%
2823,CASANARE,AGUAZUL,2017,9,CUSIANA NORTE,CUSIANA NORTE,QB,G,3.65,0.2,182.69,36.54,389193.59,2917.09,Ley 141 20%
2824,CASANARE,AGUAZUL,2017,9,CUSIANA NORTE,CUSIANA NORTE,B,O,49.37,0.2,5514.56,1102.91,158829417.82,2917.09,Ley 141 20%
2825,CASANARE,AGUAZUL,2017,9,CUSIANA NORTE,CUSIANA NORTE,B,G,3.65,0.2,228891.03,45778.21,487618195.02,2917.09,Ley 141 20%
2826,CASANARE,AGUAZUL,2017,9,CUSIANA NORTE,CUSIANA NORTE,QB,G,3.65,0.2,711.81,142.36,1516404.81,2917.09,Ley 141 20%
2827,CASANARE,AGUAZUL,2017,9,CUSIANA NORTE,CUSIANA NORTE,B,O,49.37,0.2,5827.04,1165.41,167829413.59,2917.09,Ley 141 20%
2828,CASANARE,AGUAZUL,2017,9,CUSIANA NORTE,CUSIANA NORTE,B,G,3.65,0.2,1712283.4,342456.68,3647764357.11,2917.09,Ley 141 20%
2829,CASANARE,AGUAZUL,2017,9,CUSIANA NORTE,CUSIANA NORTE,QB,G,3.65,0.2,6253.99,1250.8,13323192.42,2917.09,Ley 141 20%
2830,CASANARE,AGUAZUL,2017,9,CUSIANA NORTE,CUSIANA NORTE,B,O,49.37,0.2,20337.95,4067.59,585770173.26,2917.09,Ley 141 20%
2831,CASANARE,AGUAZUL,2017,9,CUSIANA NORTE,CUSIANA NORTE,B,G,3.65,0.2,185971.29,37194.26,396184091.26,2917.09,Ley 141 20%
2832,CASANARE,AGUAZUL,2017,9,CUSIANA NORTE,CUSIANA NORTE,QB,G,3.65,0.2,586.8,117.36,1250089.52,2917.09,Ley 141 20%
2833,CASANARE,AGUAZUL,2017,9,CUSIANA NORTE,CUSIANA NORTE,B,O,49.37,0.2,4961,992.2,142885876.93,2917.09,Ley 141 20%
2834,CASANARE,AGUAZUL,2017,9,E&P LLANOS 22,RAMIRIQUI,B,G,4.17,0.06,59159.91,3786.23,46008160.6,2917.09,Ley 756 8% variable
2835,CASANARE,AGUAZUL,2017,9,E&P LLANOS 22,RAMIRIQUI,QB,G,4.17,0.06,51833.36,3317.34,40310364.83,2917.09,Ley 756 8% variable
2836,CASANARE,AGUAZUL,2017,9,E&P LLANOS 22,RAMIRIQUI,B,O,41.57,0.08,76016,6081.28,737401400.02,2917.09,Ley 756 8% variable
2837,CASANARE,AGUAZUL,2017,9,E&P LLANOS 26,RUMBA,B,O,43.45,0.08,74054,5924.32,750912117.37,2917.09,Ley 756 8% variable
2838,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.62,0.2,120,24,253674.67,2917.09,Ley 141 20%
2839,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.62,0.12,120,14.4,152204.89,2917.09,ARTICULO 39 LEY 756
2840,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,3.62,0.08,136086,10580.67,111835443.25,2917.09,Ley 756 8% variable
2841,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,49.54,0.2,4413,882.6,127541190.65,2917.09,Ley 141 20%
2842,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,49.54,0.12,4413,529.56,76524714.4,2917.09,ARTICULO 39 LEY 756
2843,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,49.54,0.08,2358,188.64,27259653.52,2917.09,Ley 756 8% variable
2844,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.62,0.2,180.86,36.17,382329.92,2917.09,Ley 141 20%
2845,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.62,0.12,180.86,21.7,229398.13,2917.09,ARTICULO 39 LEY 756
2846,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,3.62,0.08,205105.31,15946.92,168555496.24,2917.09,Ley 756 8% variable
2847,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,49.54,0.2,13799.31,2759.86,398817228.11,2917.09,Ley 141 20%
2848,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,49.54,0.12,13799.31,1655.92,239290336.86,2917.09,ARTICULO 39 LEY 756
2849,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,49.54,0.08,7372.66,589.81,85231618.72,2917.09,Ley 756 8% variable
2850,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.62,0.2,505.7,101.14,1069027.61,2917.09,Ley 141 20%
2851,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.62,0.12,505.7,60.68,641416.77,2917.09,ARTICULO 39 LEY 756
2852,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,3.62,0.08,573968.08,44625.97,471686835.23,2917.09,Ley 756 8% variable
2853,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,49.54,0.2,16366.08,3273.22,473000074.68,2917.09,Ley 141 20%
2854,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,49.54,0.12,16366.08,1963.93,283800044.81,2917.09,ARTICULO 39 LEY 756
2855,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,49.54,0.08,8743.69,699.5,101081407.85,2917.09,Ley 756 8% variable
2856,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.62,0.2,13.91,2.78,29405.12,2917.09,Ley 141 20%
2857,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.62,0.12,13.91,1.67,17643.09,2917.09,ARTICULO 39 LEY 756
2858,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,3.62,0.08,15925.07,1238.17,13087218.79,2917.09,Ley 756 8% variable
2859,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,49.54,0.2,642.73,128.55,18575696.4,2917.09,Ley 141 20%
2860,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,49.54,0.12,642.73,77.13,11145418.01,2917.09,ARTICULO 39 LEY 756
2861,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,49.54,0.08,342.93,27.43,3964441.47,2917.09,Ley 756 8% variable
2862,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.62,0.2,1509.45,301.89,3190911.71,2917.09,Ley 141 20%
2863,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.62,0.12,1509.45,181.13,1914547.24,2917.09,ARTICULO 39 LEY 756
2864,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,3.62,0.08,1711879.25,133098.46,1406821971.42,2917.09,Ley 756 8% variable
2865,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,49.54,0.2,52506.67,10501.33,1517508091.53,2917.09,Ley 141 20%
2866,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,49.54,0.12,52506.67,6300.8,910504855.09,2917.09,ARTICULO 39 LEY 756
2867,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,49.54,0.08,28052.16,2244.17,324296930.61,2917.09,Ley 756 8% variable
2868,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.62,0.2,33.39,6.68,70584.97,2917.09,Ley 141 20%
2869,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,G,3.62,0.12,33.39,4.01,42351.01,2917.09,ARTICULO 39 LEY 756
2870,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,G,3.62,0.08,37597.18,2923.18,30897353.73,2917.09,Ley 756 8% variable
2871,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,49.54,0.2,1063.57,212.71,30738496.01,2917.09,Ley 141 20%
2872,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,B,O,49.54,0.12,1063.57,127.63,18443097.77,2917.09,ARTICULO 39 LEY 756
2873,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA,I,O,49.54,0.08,568.31,45.46,6569946.21,2917.09,Ley 756 8% variable
2874,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.05,0.2,580.83,116.17,1372714.75,2917.09,Ley 141 20%
2875,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.05,0.12,580.83,69.7,823629.01,2917.09,ARTICULO 39 LEY 756
2876,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,49.01,0.2,22002.52,4400.5,629139131.17,2917.09,Ley 141 20%
2877,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,O,49.01,0.12,22002.52,2640.3,377483478.87,2917.09,ARTICULO 39 LEY 756
2878,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,I,O,49.01,0.08,14457.35,1156.59,165357142.9,2917.09,Ley 756 8% variable
2879,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.05,0.2,77.91,15.58,184129.98,2917.09,Ley 141 20%
2880,CASANARE,AGUAZUL,2017,9,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,B,G,4.05,0.12,77.91,9.35,110478,2917.09,ARTICULO 39 LEY 756
